"","chromosome_name","start_position","end_position","hgnc_symbol"
"24071","5",66139971,66183615,"SREK1"
"24072","5",64718148,64768691,"SREK1IP1"
"24073","6",43171269,43181506,"SRF"
"24074","5",121961975,122075570,"SRFBP1"
"24075","12",63843761,64162217,"SRGAP1"
"24076","1",206203346,206464436,"SRGAP2"
"24077","1",121360156,121398806,"SRGAP2-AS1"
"24078","1",144887265,145095528,"SRGAP2B"
"24079","1",121184811,121392874,"SRGAP2C"
"24080","1",143975087,144068350,"SRGAP2D"
"24081","3",8980591,9363053,"SRGAP3"
"24082","3",9192493,9194453,"SRGAP3-AS2"
"24083","3",9216895,9219508,"SRGAP3-AS3"
"24084","3",9249742,9257507,"SRGAP3-AS4"
"24085","10",69088103,69104805,"SRGN"
"24086","7",88205115,88226993,"SRI"
"24087","16",4189374,4242080,"SRL"
"24088","1",11054584,11060020,"SRM"
"24089","20",63538489,63547749,"SRMS"
"24090","15",40035690,40039181,"SRP14"
"24091","5",112861188,112898371,"SRP19"
"24092","14",34981957,35029686,"SRP54"
"24093","14",34911580,34982912,"SRP54-AS1"
"24094","17",76038775,76072517,"SRP68"
"24095","4",56467617,56503681,"SRP72"
"24096","1",225777813,225790468,"SRP9"
"24097","6",35832966,35921342,"SRPK1"
"24098","7",105110704,105399308,"SRPK2"
"24099","X",153776412,153785732,"SRPK3"
"24100","11",126262938,126269144,"SRPRA"
"24101","3",133784023,133825772,"SRPRB"
"24102","X",38149336,38220924,"SRPX"
"24103","X",100644195,100675788,"SRPX2"
"24104","17",2303383,2325260,"SRR"
"24105","22",26483877,26494658,"SRRD"
"24106","1",24631716,24673281,"SRRM1"
"24107","16",2752626,2772538,"SRRM2"
"24108","16",2737076,2752600,"SRRM2-AS1"
"24109","7",76201896,76287288,"SRRM3"
"24110","12",118981541,119163051,"SRRM4"
"24111","19",43596617,43614498,"SRRM5"
"24112","7",100875103,100888664,"SRRT"
"24113","17",58000919,58007346,"SRSF1"
"24114","1",23964347,23980927,"SRSF10"
"24115","1",70205682,70253052,"SRSF11"
"24116","6",89095959,89118071,"SRSF12"
"24117","17",76734115,76737333,"SRSF2"
"24118","6",36594353,36605600,"SRSF3"
"24119","1",29147743,29181900,"SRSF4"
"24120","14",69726900,69772005,"SRSF5"
"24121","20",43457893,43466046,"SRSF6"
"24122","2",38743599,38751494,"SRSF7"
"24123","11",95066919,95071225,"SRSF8"
"24124","12",120461672,120469748,"SRSF9"
"24125","20",646615,653200,"SRXN1"
"24126","Y",2786855,2787682,"SRY"
"24127","18",26016253,26091217,"SS18"
"24128","20",62143769,62182514,"SS18L1"
"24129","3",42581840,42596934,"SS18L2"
"24130","2",169791933,169812064,"SSB"
"24131","CHR_HSCHR7_1_CTG6",141744329,141752534,"SSBP1"
"24132","7",141738334,141787922,"SSBP1"
"24133","5",81412804,81751797,"SSBP2"
"24134","1",54225433,54413479,"SSBP3"
"24135","1",54236440,54239063,"SSBP3-AS1"
"24136","19",18418864,18434562,"SSBP4"
"24137","7",76389334,76409697,"SSC4D"
"24138","19",55488404,55519099,"SSC5D"
"24139","12",108778191,108857590,"SSH1"
"24140","17",29625938,29930276,"SSH2"
"24141","11",67303478,67312607,"SSH3"
"24142","7",130206344,130216844,"SSMEM1"
"24143","9",137188660,137190370,"SSNA1"
"24144","12",26121991,26299290,"SSPN"
"24145","6",7268306,7347446,"SSR1"
"24146","1",156009048,156020951,"SSR2"
"24147","3",156539553,156555149,"SSR3"
"24148","X",153793516,153798499,"SSR4"
"24149","21",45070952,45074165,"SSR4P1"
"24150","11",57325986,57335892,"SSRP1"
"24151","3",187668912,187670394,"SST"
"24152","14",38207904,38213067,"SSTR1"
"24153","17",73165010,73176633,"SSTR2"
"24154","22",37204237,37212477,"SSTR3"
"24155","20",23035312,23039237,"SSTR4"
"24156","16",1072747,1081454,"SSTR5"
"24157","16",1064087,1078731,"SSTR5-AS1"
"24158","1",1541673,1574863,"SSU72"
"24159","3",8619386,8745040,"SSUH2"
"24160","X",48255392,48267444,"SSX1"
"24161","X",52696896,52707178,"SSX2"
"24162","X",52751132,52790305,"SSX2B"
"24163","1",84643706,84690803,"SSX2IP"
"24164","X",48346427,48356707,"SSX3"
"24165","X",48383516,48393347,"SSX4"
"24166","X",48402082,48411960,"SSX4B"
"24167","X",48186220,48196795,"SSX5"
"24168","X",48109981,48119630,"SSX6P"
"24169","X",52644061,52654900,"SSX7"
"24170","X",52624998,52632891,"SSX8P"
"24171","X",48296816,48304867,"SSX9P"
"24172","X",48301550,48306179,"SSX9P"
"24173","22",40824535,40856639,"ST13"
"24174","13",50172089,50173181,"ST13P4"
"24175","11",130159782,130210362,"ST14"
"24176","8",52110838,52460959,"ST18"
"24177","15",79898840,79923702,"ST20"
"24178","15",79922771,79926993,"ST20-AS1"
"24179","15",79845150,79923754,"ST20-MTHFS"
"24180","8",133454848,133571940,"ST3GAL1"
"24181","16",70375977,70439237,"ST3GAL2"
"24182","1",43705824,43931165,"ST3GAL3"
"24183","11",126355640,126440344,"ST3GAL4"
"24184","2",85837120,85905199,"ST3GAL5"
"24185","2",85889151,85891136,"ST3GAL5-AS1"
"24186","3",98732236,98821201,"ST3GAL6"
"24187","3",98706236,98732757,"ST3GAL6-AS1"
"24188","3",186930325,187078553,"ST6GAL1"
"24189","2",106801600,106887108,"ST6GAL2"
"24190","17",76624761,76643786,"ST6GALNAC1"
"24191","17",76565377,76586956,"ST6GALNAC2"
"24192","1",76074746,76634603,"ST6GALNAC3"
"24193","9",127907886,127917041,"ST6GALNAC4"
"24194","1",76867480,77067546,"ST6GALNAC5"
"24195","9",127885321,127905408,"ST6GALNAC6"
"24196","7",116953238,117230176,"ST7"
"24197","7",116952446,116954334,"ST7-AS1"
"24198","7",117072072,117146480,"ST7-AS2"
"24199","7",116953899,117098806,"ST7-OT4"
"24200","1",112523514,112620825,"ST7L"
"24201","12",22063773,22437041,"ST8SIA1"
"24202","15",92393881,92468728,"ST8SIA2"
"24203","18",57352557,57371731,"ST8SIA3"
"24204","5",100806933,100903282,"ST8SIA4"
"24205","18",46667821,46759257,"ST8SIA5"
"24206","10",17315421,17454595,"ST8SIA6"
"24207","10",17386919,17445758,"ST8SIA6-AS1"
"24208","3",52495338,52524495,"STAB1"
"24209","12",103587273,103766719,"STAB2"
"24210","3",36380503,36548007,"STAC"
"24211","17",39210541,39225945,"STAC2"
"24212","12",57243453,57251188,"STAC3"
"24213","3",136336236,136752403,"STAG1"
"24214","X",123960212,124422664,"STAG2"
"24215","7",100177563,100221488,"STAG3"
"24216","7",75361374,75367087,"STAG3L1"
"24217","7",74882705,74890402,"STAG3L2"
"24218","7",72998027,73003730,"STAG3L3"
"24219","7",67305987,67309715,"STAG3L4"
"24220","7",100338197,100338886,"STAG3L5P"
"24221","7",100336104,100367831,"STAG3L5P-PVRIG2P-PILRB"
"24222","10",17644151,17716824,"STAM"
"24223","2",152116801,152175763,"STAM2"
"24224","2",73828916,73873659,"STAMBP"
"24225","10",88879734,88975153,"STAMBPL1"
"24226","4",67558727,67607337,"STAP1"
"24227","19",4324043,4342786,"STAP2"
"24228","8",38142700,38150992,"STAR"
"24229","11",72754729,72794047,"STARD10"
"24230","13",33103137,33350630,"STARD13"
"24231","13",33180401,33281584,"STARD13-AS"
"24232","17",39637090,39664201,"STARD3"
"24233","7",38178245,38230670,"STARD3NL"
"24234","5",111496033,111512590,"STARD4"
"24235","5",111510396,111739726,"STARD4-AS1"
"24236","15",81309053,81324183,"STARD5"
"24237","18",54324358,54357964,"STARD6"
"24238","2",96184859,96208827,"STARD7"
"24239","2",96208389,96243353,"STARD7-AS1"
"24240","X",68647666,68725842,"STARD8"
"24241","15",42575606,42720998,"STARD9"
"24242","2",190908460,191020960,"STAT1"
"24243","12",56341597,56360203,"STAT2"
"24244","17",42313324,42388540,"STAT3"
"24245","2",191029576,191151596,"STAT4"
"24246","17",42287547,42311943,"STAT5A"
"24247","17",42199176,42288633,"STAT5B"
"24248","12",57095408,57132139,"STAT6"
"24249","CHR_HSCHR4_9_CTG12",69995931,70002570,"STATH"
"24250","4",69995966,70002570,"STATH"
"24251","20",49113339,49188367,"STAU1"
"24252","8",73420369,73747708,"STAU2"
"24253","8",73420004,73441526,"STAU2-AS1"
"24254","4",76306733,76311130,"STBD1"
"24255","8",23841929,23854806,"STC1"
"24256","5",173314723,173328447,"STC2"
"24257","7",90154456,90164829,"STEAP1"
"24258","7",22419444,22727613,"STEAP1B"
"24259","7",90167590,90238137,"STEAP2"
"24260","7",89882353,90211635,"STEAP2-AS1"
"24261","2",119223831,119265652,"STEAP3"
"24262","2",119244422,119270714,"STEAP3-AS1"
"24263","7",88270892,88306894,"STEAP4"
"24264","CHR_HSCHR17_1_CTG5",46098193,46098637,"STH"
"24265","17",45999250,45999694,"STH"
"24266","1",47250139,47314892,"STIL"
"24267","11",3854527,4093210,"STIM1"
"24268","4",26857601,27025381,"STIM2"
"24269","3",52836219,52897548,"STIMATE"
"24270","11",64185272,64204543,"STIP1"
"24271","5",172042079,172188224,"STK10"
"24272","19",1177558,1228431,"STK11"
"24273","2",219597857,219616451,"STK11IP"
"24274","2",219245455,219250337,"STK16"
"24275","7",43582758,43650713,"STK17A"
"24276","2",196133583,196176503,"STK17B"
"24277","CHR_HSCHR6_MHC_SSTO_CTG1",31963829,31974100,"STK19"
"24278","CHR_HSCHR6_MHC_MCF_CTG1",32047618,32057890,"STK19"
"24279","CHR_HSCHR6_MHC_DBB_CTG1",31953357,31965001,"STK19"
"24280","CHR_HSCHR6_MHC_QBL_CTG1",31961552,31971824,"STK19"
"24281","CHR_HSCHR6_MHC_COX_CTG1",31958721,31968992,"STK19"
"24282","6",31971091,31982821,"STK19"
"24283","13",98445185,98577940,"STK24"
"24284","13",98577244,98578830,"STK24-AS1"
"24285","2",241492670,241509730,"STK25"
"24286","X",132023302,132075943,"STK26"
"24287","8",98371228,98942827,"STK3"
"24288","7",23710203,23832513,"STK31"
"24289","5",147234963,147387855,"STK32A"
"24290","5",147180204,147234859,"STK32A-AS1"
"24291","4",5051480,5500994,"STK32B"
"24292","10",132207492,132331847,"STK32C"
"24293","11",8391868,8594289,"STK33"
"24294","20",2101827,2177038,"STK35"
"24295","2",218672069,218702716,"STK36"
"24296","6",36493892,36547479,"STK38"
"24297","12",27243968,27325959,"STK38L"
"24298","2",167954020,168247595,"STK39"
"24299","20",44966494,45080021,"STK4"
"24300","1",36339624,36385924,"STK40"
"24301","CHR_HG2030_PATCH",133376514,133406244,"STKLD1"
"24302","9",133376366,133406096,"STKLD1"
"24303","1",25884181,25906991,"STMN1"
"24304","8",79611117,79666158,"STMN2"
"24305","20",63639705,63657682,"STMN3"
"24306","8",27235308,27258420,"STMN4"
"24307","6",17102050,17131378,"STMND1"
"24308","7",135662496,135693418,"STMP1"
"24309","10",103856806,103918332,"STN1"
"24310","9",121338987,121370304,"STOM"
"24311","15",73978926,73994622,"STOML1"
"24312","9",35099776,35103195,"STOML2"
"24313","13",38965925,38990859,"STOML3"
"24314","2",48529383,48598513,"STON1"
"24315","2",48529925,48776517,"STON1-GTF2A1L"
"24316","14",81260652,81436465,"STON2"
"24317","10",68827531,68895432,"STOX1"
"24318","4",183797692,184023526,"STOX2"
"24319","1",24356999,24416934,"STPG1"
"24320","4",97184093,98143476,"STPG2"
"24321","4",97366681,97491899,"STPG2-AS1"
"24322","9",137251261,137253483,"STPG3"
"24323","9",137250219,137253497,"STPG3-AS1"
"24324","2",47045538,47155308,"STPG4"
"24325","CHR_HG2198_PATCH",74179466,74212267,"STRA6"
"24326","15",74179466,74212267,"STRA6"
"24327","7",135231979,135258663,"STRA8"
"24328","17",63682336,63741986,"STRADA"
"24329","2",201387858,201480846,"STRADB"
"24330","12",15882387,15903478,"STRAP"
"24331","9",123109500,123268586,"STRBP"
"24332","15",43599563,43618800,"STRC"
"24333","15",43699488,43718184,"STRCP1"
"24334","1",110031577,110074641,"STRIP1"
"24335","7",129434432,129488399,"STRIP2"
"24336","2",36837698,36966536,"STRN"
"24337","14",30893799,31026401,"STRN3"
"24338","19",46719511,46746994,"STRN4"
"24339","X",7147237,7804358,"STS"
"24340","11",125591712,125625215,"STT3A"
"24341","3",31532638,31637616,"STT3B"
"24342","16",680224,682870,"STUB1"
"24343","1",226548764,226609230,"STUM"
"24344","19",13144058,13150383,"STX10"
"24345","6",144150487,144191939,"STX11"
"24346","1",27773219,27824443,"STX12"
"24347","20",58651253,58679526,"STX16"
"24348","20",58651434,58715410,"STX16-NPEPL1"
"24349","9",99906654,99974534,"STX17"
"24350","4",4415742,4542346,"STX18"
"24351","4",4542131,4787359,"STX18-AS1"
"24352","4",4476121,4481700,"STX18-IT1"
"24353","3",94014365,94028597,"STX19"
"24354","7",73699206,73719672,"STX1A"
"24355","16",30989256,31010638,"STX1B"
"24356","12",130789600,130839254,"STX2"
"24357","11",59713456,59805882,"STX3"
"24358","16",31032889,31042975,"STX4"
"24359","11",62806860,62832051,"STX5"
"24360","1",180972712,181023121,"STX6"
"24361","6",132445867,132513198,"STX7"
"24362","17",9250471,9576591,"STX8"
"24363","9",127579370,127696027,"STXBP1"
"24364","19",7636772,7647873,"STXBP2"
"24365","1",108746674,108809523,"STXBP3"
"24366","17",54968727,55173632,"STXBP4"
"24367","6",147204417,147390476,"STXBP5"
"24368","6",146824539,147204614,"STXBP5-AS1"
"24369","3",120908072,121424761,"STXBP5L"
"24370","14",24809454,25050147,"STXBP6"
"24371","12",10618923,10674318,"STYK1"
"24372","14",52730166,52774989,"STYX"
"24373","7",75996338,76048004,"STYXL1"
"24374","5",32531633,32604079,"SUB1"
"24375","13",47745736,48037968,"SUCLA2"
"24376","2",84423528,84460045,"SUCLG1"
"24377","3",67360460,67654612,"SUCLG2"
"24378","3",151873643,151884619,"SUCNR1"
"24379","1",172532349,172611833,"SUCO"
"24380","12",118376555,118418033,"SUDS3"
"24381","10",102503972,102633535,"SUFU"
"24382","7",40135005,40860763,"SUGCT"
"24383","19",19276018,19320509,"SUGP1"
"24384","19",18990888,19034023,"SUGP2"
"24385","13",52652709,52700909,"SUGT1"
"24386","9",33503655,33510711,"SUGT1P1"
"24387","13",40908159,40921656,"SUGT1P3"
"24388","9",97238449,97297314,"SUGT1P4-STRA6LP"
"24389","9",97238497,97377287,"SUGT1P4-STRA6LP-CCDC180"
"24390","8",69466624,69660915,"SULF1"
"24391","20",47656197,47786616,"SULF2"
"24392","16",28605196,28614279,"SULT1A1"
"24393","16",28591943,28597050,"SULT1A2"
"24394","16",30199228,30204310,"SULT1A3"
"24395","16",29459913,29464966,"SULT1A4"
"24396","4",69721167,69787961,"SULT1B1"
"24397","2",108288639,108309915,"SULT1C2"
"24398","2",108322353,108332357,"SULT1C2P1"
"24399","2",108322238,108353799,"SULT1C2P1"
"24400","2",108239968,108265351,"SULT1C3"
"24401","2",108377911,108388989,"SULT1C4"
"24402","4",69841212,69860145,"SULT1E1"
"24403","19",47870467,47886315,"SULT2A1"
"24404","19",48552172,48599425,"SULT2B1"
"24405","22",43824509,43862513,"SULT4A1"
"24406","2",37167820,37196598,"SULT6B1"
"24407","3",3700814,4467273,"SUMF1"
"24408","7",56064002,56080670,"SUMF2"
"24409","2",202206182,202238599,"SUMO1"
"24410","20",53875252,53875557,"SUMO1P1"
"24411","1",160317403,160317706,"SUMO1P3"
"24412","17",75165586,75182959,"SUMO2"
"24413","21",44805617,44818779,"SUMO3"
"24414","6",149400262,149401278,"SUMO4"
"24415","7",816615,896435,"SUN1"
"24416","22",38733290,38794143,"SUN2"
"24417","7",47987148,48029119,"SUN3"
"24418","20",32983773,33004433,"SUN5"
"24419","12",55997180,56006641,"SUOX"
"24420","14",21351476,21384019,"SUPT16H"
"24421","13",37009312,37059713,"SUPT20H"
"24422","X",24360639,24367839,"SUPT20HL1"
"24423","X",24308210,24314069,"SUPT20HL2"
"24424","6",44809317,45377953,"SUPT3H"
"24425","17",58345175,58353093,"SUPT4H1"
"24426","19",39436156,39476670,"SUPT5H"
"24427","17",28662198,28702679,"SUPT6H"
"24428","2",27650809,27663840,"SUPT7L"
"24429","10",69180234,69209099,"SUPV3L1"
"24430","CHR_HG2030_PATCH",133351906,133356824,"SURF1"
"24431","9",133351758,133356676,"SURF1"
"24432","CHR_HG2030_PATCH",133356698,133361306,"SURF2"
"24433","9",133356550,133361158,"SURF2"
"24434","CHR_HG2030_PATCH",133361598,133376314,"SURF4"
"24435","9",133361450,133376166,"SURF4"
"24436","CHR_HG2030_PATCH",133328924,133336336,"SURF6"
"24437","9",133328776,133336188,"SURF6"
"24438","9",112040783,112175297,"SUSD1"
"24439","22",24181487,24189106,"SUSD2"
"24440","9",93058688,93085133,"SUSD3"
"24441","1",223220819,223364233,"SUSD4"
"24442","3",33150043,33218810,"SUSD5"
"24443","14",69611596,69715144,"SUSD6"
"24444","X",48695554,48709016,"SUV39H1"
"24445","10",14878820,14904315,"SUV39H2"
"24446","17",31937007,32001038,"SUZ12"
"24447","17",30731886,30776402,"SUZ12P1"
"24448","1",149903318,149917844,"SV2A"
"24449","15",91099950,91302565,"SV2B"
"24450","5",76083383,76353939,"SV2C"
"24451","1",42807052,42817397,"SVBP"
"24452","9",110365248,110579880,"SVEP1"
"24453","10",29457338,29736959,"SVIL"
"24454","10",29409618,29415412,"SVIL-AS1"
"24455","10",30655651,30717266,"SVIL2P"
"24456","11",22813799,22830299,"SVIP"
"24457","12",108907741,109021068,"SVOP"
"24458","7",138594285,138701362,"SVOPL"
"24459","11",9664077,9752993,"SWAP70"
"24460","9",128275379,128316123,"SWI5"
"24461","19",11374666,11376951,"SWSAP1"
"24462","1",185157080,185291781,"SWT1"
"24463","X",16719612,16765340,"SYAP1"
"24464","8",109573978,109691791,"SYBU"
"24465","10",133553901,133569835,"SYCE1"
"24466","16",77199408,77213215,"SYCE1L"
"24467","19",12898786,12919293,"SYCE2"
"24468","22",50551112,50562919,"SYCE3"
"24469","19",39202825,39204263,"SYCN"
"24470","1",114854863,114995370,"SYCP1"
"24471","20",59863564,59933655,"SYCP2"
"24472","6",10886831,10979320,"SYCP2L"
"24473","12",101728648,101739472,"SYCP3"
"24474","19",15107401,15114985,"SYDE1"
"24475","1",85156889,85201724,"SYDE2"
"24476","1",25222276,25232502,"SYF2"
"24477","9",90801787,90898549,"SYK"
"24478","19",45815410,45863194,"SYMPK"
"24479","X",47571901,47619857,"SYN1"
"24480","3",12004388,12192032,"SYN2"
"24481","22",32507820,33058381,"SYN3"
"24482","1",32679906,32703596,"SYNC"
"24483","6",85607779,85644063,"SYNCRIP"
"24484","20",24469629,24666616,"SYNDIG1"
"24485","14",74405894,74426210,"SYNDIG1L"
"24486","6",152121687,152637801,"SYNE1"
"24487","6",152380546,152381564,"SYNE1-AS1"
"24488","14",63761899,64226433,"SYNE2"
"24489","14",95407266,95516650,"SYNE3"
"24490","19",36003307,36008813,"SYNE4"
"24491","CHR_HSCHR6_MHC_SSTO_CTG1",33560260,33593877,"SYNGAP1"
"24492","6",33419661,33453689,"SYNGAP1"
"24493","22",39349925,39385575,"SYNGR1"
"24494","17",78168581,78173527,"SYNGR2"
"24495","16",1989660,1994275,"SYNGR3"
"24496","19",48364367,48376377,"SYNGR4"
"24497","21",32628759,32728040,"SYNJ1"
"24498","6",157981863,158099176,"SYNJ2"
"24499","6",158001107,158002383,"SYNJ2-IT1"
"24500","14",70366499,70417090,"SYNJ2BP"
"24501","14",70326064,70417074,"SYNJ2BP-COX16"
"24502","15",99098217,99135593,"SYNM"
"24503","5",150601080,150659207,"SYNPO"
"24504","4",118850688,119061247,"SYNPO2"
"24505","10",73644881,73663803,"SYNPO2L"
"24506","3",63228315,63616924,"SYNPR"
"24507","3",63423596,63550051,"SYNPR-AS1"
"24508","CHR_HSCHR17_7_CTG4",37519433,37614077,"SYNRG"
"24509","17",37514807,37609472,"SYNRG"
"24510","X",49187815,49200218,"SYP"
"24511","X",49198966,49202454,"SYP-AS1"
"24512","7",106090505,106112589,"SYPL1"
"24513","1",109466546,109482134,"SYPL2"
"24514","20",45361937,45376798,"SYS1"
"24515","20",45363200,45410610,"SYS1-DBNDD2"
"24516","12",78863993,79452008,"SYT1"
"24517","12",33374238,33439819,"SYT10"
"24518","1",155859567,155885199,"SYT11"
"24519","11",67006778,67050863,"SYT12"
"24520","11",45240302,45286341,"SYT13"
"24521","1",209900923,210171389,"SYT14"
"24522","4",68061822,68063269,"SYT14P1"
"24523","10",46578217,46594173,"SYT15"
"24524","14",61811974,62112550,"SYT16"
"24525","16",19167971,19268332,"SYT17"
"24526","1",202590596,202710454,"SYT2"
"24527","19",50621307,50639881,"SYT3"
"24528","18",43267892,43277535,"SYT4"
"24529","19",55171196,55180289,"SYT5"
"24530","1",114089291,114153880,"SYT6"
"24531","11",61513714,61581148,"SYT7"
"24532","CHR_HG28_PATCH",1828307,1837521,"SYT8"
"24533","11",1828307,1837521,"SYT8"
"24534","11",7238778,7469043,"SYT9"
"24535","1",27342020,27353937,"SYTL1"
"24536","11",85694224,85811159,"SYTL2"
"24537","6",158650014,158764876,"SYTL3"
"24538","X",100671783,100732123,"SYTL4"
"24539","X",38006553,38128819,"SYTL5"
"24540","11",65121780,65134532,"SYVN1"
"24541","1",16352575,16398145,"SZRD1"
"24542","1",43389882,43454247,"SZT2"
"24543","1",43447776,43448644,"SZT2-AS1"
"24544","6",132643312,132659182,"TAAR1"
"24545","6",132617022,132624275,"TAAR2"
"24546","6",132608252,132609276,"TAAR3P"
"24547","6",132588592,132589741,"TAAR5"
"24548","6",132570322,132571359,"TAAR6"
"24549","6",132552672,132553756,"TAAR8"
"24550","6",132538277,132539336,"TAAR9"
"24551","22",39399778,39437060,"TAB1"
"24552","6",149218641,149411613,"TAB2"
"24553","6",149243299,149257551,"TAB2-AS1"
"24554","X",30827442,30975084,"TAB3"
"24555","X",30834623,30835300,"TAB3-AS1"
"24556","7",97732084,97740472,"TAC1"
"24557","12",57010000,57028883,"TAC3"
"24558","17",49838300,49848069,"TAC4"
"24559","8",38728186,38853028,"TACC1"
"24560","10",121989163,122254545,"TACC2"
"24561","4",1712858,1745171,"TACC3"
"24562","17",63600882,63608365,"TACO1"
"24563","2",75046463,75199520,"TACR1"
"24564","10",69403903,69416918,"TACR2"
"24565","4",103586031,103719985,"TACR3"
"24566","1",58575433,58577252,"TACSTD2"
"24567","1",166856510,166876264,"TADA1"
"24568","CHR_HSCHR17_7_CTG4",37411498,37484368,"TADA2A"
"24569","17",37406886,37479725,"TADA2A"
"24570","4",7041899,7057952,"TADA2B"
"24571","3",9779967,9793011,"TADA3"
"24572","X",71366222,71532374,"TAF1"
"24573","11",6606294,6612539,"TAF10"
"24574","6",34877462,34889192,"TAF11"
"24575","1",28587829,28648291,"TAF12"
"24576","1",109062496,109076012,"TAF13"
"24577","CHR_HSCHR17_7_CTG4",35809455,35864615,"TAF15"
"24578","17",35809482,35864615,"TAF15"
"24579","1",222557902,222589933,"TAF1A"
"24580","1",222589825,222593843,"TAF1A-AS1"
"24581","2",9843443,9934416,"TAF1B"
"24582","16",84177847,84187070,"TAF1C"
"24583","11",93729948,93784391,"TAF1D"
"24584","9",32629454,32635669,"TAF1L"
"24585","8",119730774,119832863,"TAF2"
"24586","10",7818497,8016631,"TAF3"
"24587","CHR_HSCHR20_1_CTG2",61950345,62005079,"TAF4"
"24588","20",61953469,62065881,"TAF4"
"24589","18",26226445,26391685,"TAF4B"
"24590","10",103367966,103389065,"TAF5"
"24591","1",229593134,229626122,"TAF5L"
"24592","7",100106876,100119841,"TAF6"
"24593","11",62771357,62787342,"TAF6L"
"24594","5",141259884,141320784,"TAF7"
"24595","X",101268253,101293057,"TAF7L"
"24596","6",42050513,42087461,"TAF8"
"24597","CHR_HSCHR5_2_CTG1_1",69364756,69370027,"TAF9"
"24598","5",69362026,69370013,"TAF9"
"24599","X",78129748,78139650,"TAF9B"
"24600","6",159034468,159045152,"TAGAP"
"24601","11",117199370,117207464,"TAGLN"
"24602","1",159918107,159925507,"TAGLN2"
"24603","3",111998739,112013887,"TAGLN3"
"24604","1",47216290,47232225,"TAL1"
"24605","9",105662457,105663124,"TAL2"
"24606","11",65499312,65507432,"TALAM1"
"24607","11",747415,765012,"TALDO1"
"24608","CHR_HSCHR3_1_CTG1",11817080,11846919,"TAMM41"
"24609","3",11790442,11846919,"TAMM41"
"24610","2",158968640,159232659,"TANC1"
"24611","17",62966235,63427703,"TANC2"
"24612","22",20017014,20067164,"TANGO2"
"24613","16",68843531,69085182,"TANGO6"
"24614","2",161136908,161236230,"TANK"
"24615","17",29390363,29551903,"TAOK1"
"24616","16",29973868,29992261,"TAOK2"
"24617","12",118149801,118372907,"TAOK3"
"24618","CHR_HSCHR6_MHC_APD_CTG1",32884481,32893250,"TAP1"
"24619","CHR_HSCHR6_MHC_COX_CTG1",32767527,32776296,"TAP1"
"24620","CHR_HSCHR6_MHC_MANN_CTG1",32998969,33007738,"TAP1"
"24621","CHR_HSCHR6_MHC_SSTO_CTG1",32935926,32944695,"TAP1"
"24622","CHR_HSCHR6_MHC_MCF_CTG1",32878685,32887454,"TAP1"
"24623","CHR_HSCHR6_MHC_DBB_CTG1",32823186,32831955,"TAP1"
"24624","CHR_HSCHR6_MHC_QBL_CTG1",32773904,32782673,"TAP1"
"24625","6",32845209,32853816,"TAP1"
"24626","CHR_HSCHR6_MHC_APD_CTG1",32861254,32878050,"TAP2"
"24627","CHR_HSCHR6_MHC_SSTO_CTG1",32912700,32929495,"TAP2"
"24628","CHR_HSCHR6_MHC_MANN_CTG1",32975593,32992541,"TAP2"
"24629","CHR_HSCHR6_MHC_DBB_CTG1",32799958,32816755,"TAP2"
"24630","CHR_HSCHR6_MHC_COX_CTG1",32744153,32761098,"TAP2"
"24631","CHR_HSCHR6_MHC_QBL_CTG1",32750528,32767476,"TAP2"
"24632","CHR_HSCHR6_MHC_MCF_CTG1",32855328,32872254,"TAP2"
"24633","6",32821833,32838739,"TAP2"
"24634","CHR_HSCHR6_MHC_QBL_CTG1",33228522,33243221,"TAPBP"
"24635","CHR_HSCHR6_MHC_DBB_CTG1",33277619,33292309,"TAPBP"
"24636","CHR_HSCHR6_MHC_COX_CTG1",33221298,33235989,"TAPBP"
"24637","CHR_HSCHR6_MHC_MCF_CTG1",33470037,33484728,"TAPBP"
"24638","6",33299694,33314284,"TAPBP"
"24639","12",6451690,6466517,"TAPBPL"
"24640","4",16160505,16227410,"TAPT1"
"24641","4",16226685,16320140,"TAPT1-AS1"
"24642","1",234391313,234479179,"TARBP1"
"24643","12",53500921,53506431,"TARBP2"
"24644","1",11012344,11030528,"TARDBP"
"24645","6",133502252,133892802,"TARID"
"24646","CHR_HSCHR19LRC_LRC_J_CTG3_1",54069947,54081380,"TARM1"
"24647","CHR_HSCHR19LRC_LRC_T_CTG3_1",54069947,54081380,"TARM1"
"24648","CHR_HSCHR19LRC_COX2_CTG3_1",54069947,54081380,"TARM1"
"24649","CHR_HSCHR19LRC_PGF2_CTG3_1",54069947,54081380,"TARM1"
"24650","CHR_HSCHR19LRC_LRC_S_CTG3_1",54069947,54081380,"TARM1"
"24651","CHR_HSCHR19LRC_LRC_I_CTG3_1",54069947,54081380,"TARM1"
"24652","CHR_HSCHR19LRC_COX1_CTG3_1",54069947,54081380,"TARM1"
"24653","CHR_HSCHR19LRC_PGF1_CTG3_1",54069947,54081380,"TARM1"
"24654","CHR_HSCHR19_4_CTG3_1",54069895,54081380,"TARM1"
"24655","19",54069895,54081365,"TARM1"
"24656","1",150487414,150507602,"TARS2"
"24657","1",6555307,6579755,"TAS1R1"
"24658","1",18839599,18859660,"TAS1R2"
"24659","1",1331280,1335314,"TAS1R3"
"24660","5",9627347,9712378,"TAS2R1"
